ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
2392,FIFA World Cup qualification,1957-06-30,Uruguay,1,0,Colombia,,TRUE
2393,FIFA World Cup qualification,1957-07-03,Mexico,2,0,Canada,,TRUE
2394,FIFA World Cup qualification,1957-07-05,Finland,1,3,Poland,,TRUE
2395,FIFA World Cup qualification,1957-07-06,United States,2,3,Canada,,TRUE
2396,Copa Roca,1957-07-07,Brazil,1,2,Argentina,,TRUE
2397,Copa Roca,1957-07-10,Brazil,2,0,Argentina,,TRUE
2398,Friendly,1957-07-10,Iceland,2,6,Denmark,,TRUE
2399,Friendly,1957-07-12,Denmark,1,3,Norway,,FALSE
2400,FIFA World Cup qualification,1957-07-14,Paraguay,5,0,Uruguay,,TRUE
2401,FIFA World Cup qualification,1957-07-28,Uruguay,2,0,Paraguay,,TRUE
2402,FIFA World Cup qualification,1957-08-04,Curaçao,1,2,Costa Rica,,FALSE
2403,Friendly,1957-08-24,Sierra Leone,2,3,Ghana,,TRUE
2404,FIFA World Cup qualification,1957-09-01,Iceland,1,5,France,,TRUE
2405,FIFA World Cup qualification,1957-09-04,Iceland,2,5,Belgium,,TRUE
2406,FIFA World Cup qualification,1957-09-11,Netherlands,5,2,Luxembourg,,TRUE
2407,Copa Bernardo O'Higgins,1957-09-15,Chile,1,0,Brazil,,TRUE
2408,Copa Bernardo O'Higgins,1957-09-18,Chile,1,1,Brazil,,TRUE
2409,Nordic Championship,1957-09-22,Norway,2,2,Denmark,,TRUE
2410,FIFA World Cup qualification,1957-09-25,Netherlands,1,1,Austria,,TRUE
2411,FIFA World Cup qualification,1957-09-25,Wales,4,1,German DR,,TRUE
2412,Friendly,1957-09-29,Bulgaria,1,1,Poland,,TRUE
2413,FIFA World Cup qualification,1957-10-02,Denmark,0,2,Republic of Ireland,,TRUE
2414,FIFA World Cup qualification,1957-10-06,Bolivia,2,0,Argentina,,TRUE
2415,Friendly,1957-10-06,Hungary,2,0,France,,TRUE
2416,FIFA World Cup qualification,1957-10-13,Chile,0,2,Argentina,,TRUE
2417,Nordic Championship,1957-10-13,Denmark,3,0,Finland,,TRUE
2418,British Championship,1957-10-19,Wales,0,4,England,,TRUE
2419,FIFA World Cup qualification,1957-10-20,Argentina,4,0,Chile,,TRUE
2420,FIFA World Cup qualification,1957-10-20,Mexico,2,0,Costa Rica,,TRUE
2421,FIFA World Cup qualification,1957-10-20,Poland,2,1,Russia,,TRUE
2422,FIFA World Cup qualification,1957-10-27,Argentina,4,0,Bolivia,,TRUE
2423,FIFA World Cup qualification,1957-10-27,Belgium,0,0,France,,TRUE
2424,FIFA World Cup qualification,1957-10-27,Costa Rica,1,1,Mexico,,TRUE
2425,Friendly,1957-10-27,Ghana,3,3,Nigeria,,TRUE
2426,FIFA World Cup qualification,1957-11-03,Poland,4,0,Finland,,TRUE
2427,British Championship,1957-11-06,England,2,3,Northern Ireland,,TRUE
2428,FIFA World Cup qualification,1957-11-06,Scotland,3,2,Switzerland,,TRUE
2429,British Championship,1957-11-13,Scotland,1,1,Wales,,TRUE
2430,Friendly,1957-11-17,Netherlands,5,2,Belgium,,TRUE
2431,Friendly,1957-11-20,Germany,1,0,Sweden,,TRUE
2432,FIFA World Cup qualification,1957-11-24,Poland,0,2,Russia,,FALSE
2433,FIFA World Cup qualification,1957-11-24,Switzerland,1,4,Spain,,TRUE
2434,Friendly,1957-11-27,England,4,0,France,,TRUE
2435,Friendly,1957-12-08,Turkey,1,1,Belgium,,TRUE
2436,Friendly,1957-12-22,Germany,1,0,Hungary,,TRUE
2437,FIFA World Cup qualification,1957-12-22,Italy,3,0,Portugal,,TRUE
2438,Friendly,1957-12-25,France,2,2,Bulgaria,,TRUE
2439,FIFA World Cup qualification,1958-01-15,Israel,0,2,Wales,,TRUE
2440,Friendly,1958-01-25,Malta,3,0,Denmark,,TRUE
2441,FIFA World Cup qualification,1958-02-05,Wales,2,0,Israel,,TRUE
2442,Friendly,1958-02-18,Hong Kong,3,2,South Korea,,TRUE
2443,Friendly,1958-02-20,Ghana,5,2,Togo,,TRUE
2444,Friendly,1958-02-25,Hong Kong,1,1,South Korea,,TRUE
2445,Friendly,1958-03-02,Belgium,0,2,Germany,,TRUE
2446,Friendly,1958-03-13,France,2,2,Spain,,TRUE
2447,Friendly,1958-03-19,Germany,2,0,Spain,,TRUE
2448,Friendly,1958-04-02,Czechoslovakia,3,2,Germany,,TRUE
2449,Friendly,1958-04-03,Morocco,3,1,Libya,,TRUE
2450,Friendly,1958-04-06,Uruguay,1,0,Argentina,,TRUE
2451,Friendly,1958-04-13,Belgium,2,7,Netherlands,,TRUE
2452,Friendly,1958-04-13,Spain,1,0,Portugal,,TRUE
2453,Friendly,1958-04-16,France,0,0,Switzerland,,TRUE
2454,British Championship,1958-04-16,Wales,1,1,Northern Ireland,,TRUE
2455,British Championship,1958-04-19,Scotland,0,4,England,,TRUE
2456,Friendly,1958-04-20,Paraguay,1,0,Argentina,,TRUE
2457,Friendly,1958-04-23,Netherlands,8,1,Curaçao,,TRUE
2458,Friendly,1958-04-26,Argentina,2,0,Paraguay,,TRUE
2459,Friendly,1958-04-30,Argentina,2,0,Uruguay,,TRUE
2460,Copa Oswaldo Cruz,1958-05-04,Brazil,5,1,Paraguay,,TRUE
2461,Friendly,1958-05-04,Netherlands,1,2,Turkey,,TRUE
2462,Copa Oswaldo Cruz,1958-05-07,Brazil,0,0,Paraguay,,TRUE
2463,Friendly,1958-05-07,England,2,1,Portugal,,TRUE
2464,Friendly,1958-05-07,Sweden,3,2,Switzerland,,TRUE
2465,Friendly,1958-05-09,Tunisia,4,1,Libya,,TRUE
2466,Friendly,1958-05-11,Poland,2,2,Republic of Ireland,,TRUE
2467,Friendly,1958-05-11,Yugoslavia,5,0,England,,TRUE
2468,Friendly,1958-05-14,Brazil,4,0,Bulgaria,,TRUE
2469,Friendly,1958-05-15,Denmark,3,2,Curaçao,,TRUE
2470,Friendly,1958-05-18,Brazil,3,1,Bulgaria,,TRUE
2471,Friendly,1958-05-18,Russia,1,1,England,,TRUE
2472,Friendly,1958-05-25,Denmark,3,2,Poland,,TRUE
2473,Friendly,1958-05-26,Switzerland,0,2,Belgium,,TRUE
2474,Friendly,1958-05-28,Norway,0,0,Netherlands,,TRUE
2475,Friendly,1958-06-01,Poland,1,2,Scotland,,TRUE
2476,Friendly,1958-06-28,German DR,1,1,Poland,,TRUE
2477,Nordic Championship,1958-06-29,Denmark,1,2,Norway,,TRUE
2478,Friendly,1958-08-16,New Zealand,2,3,Australia,,TRUE
2479,Friendly,1958-08-23,New Zealand,2,2,Australia,,TRUE
2480,Nordic Championship,1958-09-14,Finland,1,4,Denmark,,TRUE
2481,Friendly,1958-09-14,Poland,1,3,Hungary,,TRUE
2482,International Cup,1958-09-20,Czechoslovakia,2,1,Switzerland,,TRUE
2483,Friendly,1958-09-24,Denmark,1,1,Germany,,TRUE
2484,Friendly,1958-09-28,Belgium,2,3,Netherlands,,TRUE
2485,UEFA Euro qualification,1958-10-01,France,7,1,Greece,,TRUE
2486,British Championship,1958-10-04,Northern Ireland,3,3,England,,TRUE
2487,Friendly,1958-10-05,Austria,1,2,France,,TRUE
2488,Friendly,1958-10-05,Republic of Ireland,2,2,Poland,,TRUE
2489,Friendly,1958-10-15,Netherlands,5,1,Denmark,,TRUE
2490,Friendly,1958-10-15,Spain,6,2,Northern Ireland,,TRUE
2491,British Championship,1958-10-18,Wales,0,3,Scotland,,TRUE
2492,Friendly,1958-10-22,England,5,0,Russia,,TRUE
2493,Friendly,1958-10-25,Nigeria,3,2,Ghana,,TRUE
2494,Friendly,1958-10-26,Belgium,1,1,Turkey,,TRUE
2495,Friendly,1958-10-26,France,2,2,Germany,,TRUE
2496,Nordic Championship,1958-10-26,Sweden,4,4,Denmark,,TRUE
2497,Friendly,1958-11-02,Netherlands,2,0,Switzerland,,TRUE
2498,Friendly,1958-11-09,France,2,2,Italy,,TRUE
2499,Friendly,1958-11-12,Netherlands,9,3,South Africa,,TRUE
2500,Friendly,1958-11-19,Germany,2,2,Austria,,TRUE
2501,Friendly,1958-11-23,Hungary,3,1,Belgium,,TRUE
2502,British Championship,1958-11-26,England,2,2,Wales,,TRUE
2503,UEFA Euro qualification,1958-12-03,Greece,1,1,France,,TRUE
2504,Friendly,1958-12-21,Germany,3,0,Bulgaria,,TRUE
2505,Friendly,1958-12-25,Hong Kong,5,2,Japan,,TRUE
2506,Friendly,1958-12-28,Egypt,2,1,Germany,,FALSE
2507,Friendly,1958-12-28,Malaysia,6,2,Japan,,TRUE
2508,Friendly,1959-01-04,Malaysia,1,3,Japan,,FALSE
2509,Friendly,1959-01-10,Singapore,3,4,Japan,,TRUE
2510,Friendly,1959-01-11,Singapore,3,2,Japan,,TRUE
2511,Friendly,1959-02-28,Italy,1,1,Spain,,TRUE
2512,Friendly,1959-03-01,France,2,2,Belgium,,TRUE
2513,Friendly,1959-03-01,Mexico,3,1,Costa Rica,,TRUE
2514,Copa America,1959-03-07,Argentina,6,1,Chile,,TRUE
2515,Copa America,1959-03-08,Bolivia,0,7,Uruguay,,FALSE
2516,Friendly,1959-03-08,Costa Rica,1,2,Mexico,,TRUE
2517,Friendly,1959-03-08,Tunisia,0,0,Malta,,TRUE
2518,Copa America,1959-03-10,Brazil,2,2,Peru,,FALSE
2519,Copa America,1959-03-11,Argentina,2,0,Bolivia,,TRUE
2520,Copa America,1959-03-14,Peru,5,3,Uruguay,,FALSE
2521,Copa America,1959-03-15,Brazil,3,0,Chile,,FALSE
2522,Copa America,1959-03-18,Argentina,3,1,Peru,,TRUE
2523,Copa America,1959-03-18,Paraguay,1,3,Uruguay,,FALSE
2524,Copa America,1959-03-21,Bolivia,2,4,Brazil,,FALSE
2525,Copa America,1959-03-22,Argentina,3,1,Paraguay,,TRUE
2526,Copa America,1959-03-26,Brazil,3,1,Uruguay,,FALSE
2527,Copa America,1959-03-29,Brazil,4,1,Paraguay,,FALSE
2528,Copa America,1959-03-30,Argentina,4,1,Uruguay,,TRUE
2529,Copa America,1959-04-02,Chile,1,0,Uruguay,,FALSE
2530,Copa America,1959-04-04,Argentina,1,1,Brazil,,TRUE
2531,British Championship,1959-04-11,England,1,0,Scotland,,TRUE
2532,Friendly,1959-04-19,Netherlands,2,2,Belgium,,TRUE
2533,British Championship,1959-04-22,Northern Ireland,4,1,Wales,,TRUE
2534,International Cup,1959-04-26,Switzerland,1,5,Yugoslavia,,TRUE
2535,Friendly,1959-05-01,Uruguay,1,3,Paraguay,,TRUE
2536,Friendly,1959-05-06,England,2,2,Italy,,TRUE
2537,Friendly,1959-05-06,Scotland,3,2,Germany,,TRUE
2538,Friendly,1959-05-10,Turkey,0,0,Netherlands,,TRUE
2539,Friendly,1959-05-13,Brazil,2,0,England,,TRUE
2540,Friendly,1959-05-13,Bulgaria,3,2,Netherlands,,TRUE
2541,Friendly,1959-05-16,Switzerland,4,3,Portugal,,TRUE
2542,Friendly,1959-05-17,Peru,4,1,England,,TRUE
2543,Friendly,1959-05-20,Germany,1,1,Poland,,TRUE
2544,Friendly,1959-05-21,Sweden,2,0,Portugal,,TRUE
2545,Friendly,1959-05-24,Belgium,0,2,Austria,,TRUE
2546,Friendly,1959-05-24,Mexico,2,1,England,,TRUE
2547,Friendly,1959-05-27,Netherlands,1,2,Scotland,,TRUE
2548,Friendly,1959-05-28,United States,1,8,England,,TRUE
2549,Friendly,1959-06-03,Portugal,1,0,Scotland,,TRUE
2550,Friendly,1959-06-14,Austria,4,2,Belgium,,TRUE
2551,Nordic Championship,1959-06-21,Denmark,0,6,Sweden,,TRUE
2552,UEFA Euro qualification,1959-06-21,German DR,0,2,Portugal,,TRUE
2553,Friendly,1959-06-21,Poland,7,2,Israel,,TRUE
2554,UEFA Euro qualification,1959-06-28,Poland,2,4,Spain,,TRUE
2555,UEFA Euro qualification,1959-06-28,Portugal,3,2,German DR,,TRUE
2556,Merdeka Tournament,1959-08-30,South Korea,2,3,Vietnam Republic,,FALSE
2557,Friendly,1959-08-30,Poland,2,3,Romania,,TRUE
2558,Merdeka Tournament,1959-09-02,South Korea,4,1,Singapore,,FALSE
2559,Merdeka Tournament,1959-09-03,Japan,4,1,Singapore,,FALSE
2560,Merdeka Tournament,1959-09-05,Japan,0,0,South Korea,,FALSE
2561,Merdeka Tournament,1959-09-06,Japan,1,3,South Korea,,FALSE
2562,Friendly,1959-09-07,Malaysia,2,4,South Korea,,TRUE
2563,Friendly,1959-09-08,India,1,1,South Korea,,FALSE
2564,Friendly,1959-09-10,Hong Kong,2,3,South Korea,,FALSE
2565,Friendly,1959-09-13,Singapore,0,4,South Korea,,TRUE
2566,Copa Bernardo O'Higgins,1959-09-17,Brazil,7,0,Chile,,TRUE
2567,Copa Bernardo O'Higgins,1959-09-20,Brazil,1,0,Chile,,TRUE
2568,UEFA Euro qualification,1959-09-23,Denmark,2,2,Czechoslovakia,,TRUE
2569,Nordic Championship,1959-10-04,Denmark,4,0,Finland,,TRUE
2570,Friendly,1959-10-04,Netherlands,9,1,Belgium,,TRUE
2571,Friendly,1959-10-04,Switzerland,0,4,Germany,,TRUE
2572,Friendly,1959-10-11,Bulgaria,1,0,France,,TRUE
2573,UEFA Euro qualification,1959-10-14,Spain,3,0,Poland,,TRUE
2574,British Championship,1959-10-17,Wales,1,1,England,,TRUE
2575,UEFA Euro qualification,1959-10-18,Czechoslovakia,5,1,Denmark,,TRUE
2576,Friendly,1959-10-21,Germany,7,0,Netherlands,,TRUE
2577,International Cup,1959-10-25,Hungary,8,0,Switzerland,,TRUE
2578,Friendly,1959-10-28,England,2,3,Sweden,,TRUE
2579,Friendly,1959-11-04,Netherlands,7,1,Norway,,TRUE
2580,Friendly,1959-11-08,Hungary,4,3,Germany,,TRUE
2581,Friendly,1959-11-11,France,5,3,Portugal,,TRUE
2582,Friendly,1959-11-18,Chile,4,2,Argentina,,TRUE
2583,British Championship,1959-11-18,England,2,1,Northern Ireland,,TRUE
2584,Friendly,1959-11-21,Ghana,5,2,Nigeria,,TRUE
2585,Friendly,1959-11-22,Spain,6,3,Austria,,TRUE
2586,Friendly,1959-11-29,Israel,1,1,Poland,,TRUE
2587,Friendly,1959-12-02,Greece,1,3,Denmark,,TRUE
2588,Copa America,1959-12-05,Brazil,3,2,Paraguay,,FALSE
2589,AFC Asian Cup qualification,1959-12-05,Iran,3,0,Israel,,FALSE
2590,Friendly,1959-12-06,Bulgaria,2,1,Denmark,,TRUE
2591,Copa America,1959-12-06,Ecuador,0,4,Uruguay,,TRUE
2592,Copa America,1959-12-09,Argentina,4,2,Paraguay,,FALSE
2593,Copa America,1959-12-12,Brazil,0,3,Uruguay,,FALSE
2594,Copa America,1959-12-12,Ecuador,1,1,Argentina,,TRUE
2595,AFC Asian Cup qualification,1959-12-12,Israel,1,1,Iran,,FALSE
2596,UEFA Euro qualification,1959-12-13,France,5,2,Austria,,TRUE
2597,Friendly,1959-12-14,Costa Rica,6,1,Honduras,,FALSE
2598,Copa America,1959-12-16,Argentina,0,5,Uruguay,,FALSE
2599,Friendly,1959-12-17,France,4,3,Spain,,TRUE
2600,Copa America,1959-12-19,Ecuador,1,3,Brazil,,TRUE
2601,Friendly,1959-12-20,Germany,1,1,Yugoslavia,,TRUE
2602,Copa America,1959-12-22,Argentina,4,1,Brazil,,FALSE
2603,Copa America,1959-12-22,Paraguay,1,1,Uruguay,,FALSE
2604,Copa America,1959-12-25,Ecuador,3,1,Paraguay,,TRUE
2605,Friendly,1959-12-27,Ecuador,1,2,Brazil,,TRUE
2606,Friendly,1960-01-01,Morocco,0,5,Yugoslavia,,TRUE
2607,Friendly,1960-01-03,Tunisia,1,5,Yugoslavia,,TRUE
2608,International Cup,1960-01-06,Italy,3,0,Switzerland,,TRUE
2609,Friendly,1960-02-07,Ghana,6,2,Sierra Leone,,TRUE
2610,CCCF Championship,1960-02-14,Costa Rica,1,1,Curaçao,,FALSE
2611,Friendly,1960-02-28,Belgium,1,0,France,,TRUE
2612,CCCF Championship,1960-02-29,Costa Rica,4,0,Curaçao,,FALSE
2613,Pan American Championship,1960-03-06,Brazil,2,2,Mexico,,FALSE
2614,Pan American Championship,1960-03-08,Costa Rica,0,0,Argentina,,TRUE
2615,Pan American Championship,1960-03-10,Argentina,3,2,Mexico,,FALSE
2616,Pan American Championship,1960-03-10,Costa Rica,3,0,Brazil,,TRUE
2617,Pan American Championship,1960-03-13,Argentina,2,1,Brazil,,FALSE
2618,Friendly,1960-03-13,Spain,3,1,Italy,,TRUE
2619,Pan American Championship,1960-03-15,Brazil,2,1,Mexico,,FALSE
2620,Pan American Championship,1960-03-15,Costa Rica,0,2,Argentina,,TRUE
2621,Friendly,1960-03-16,France,6,0,Chile,,TRUE
2622,Pan American Championship,1960-03-17,Argentina,2,0,Mexico,,FALSE
2623,Pan American Championship,1960-03-17,Costa Rica,0,4,Brazil,,TRUE
2624,Pan American Championship,1960-03-20,Argentina,0,1,Brazil,,FALSE
2625,Friendly,1960-03-23,Germany,2,1,Chile,,TRUE
2626,UEFA Euro qualification,1960-03-27,Austria,2,4,France,,TRUE
2627,Friendly,1960-03-27,Belgium,3,1,Switzerland,,TRUE
2628,Friendly,1960-04-03,Netherlands,4,2,Bulgaria,,TRUE
2629,Friendly,1960-04-06,Switzerland,4,2,Chile,,TRUE
2630,British Championship,1960-04-06,Wales,3,2,Northern Ireland,,TRUE
2631,British Championship,1960-04-09,Scotland,1,1,England,,TRUE
2632,Friendly,1960-04-13,Belgium,1,1,Chile,,TRUE
2633,Friendly,1960-04-14,Cameroon,9,2,Djibouti,,FALSE
2634,Friendly,1960-04-15,Cameroon,3,2,Mali,,FALSE
2635,Friendly,1960-04-17,Congo,4,5,Cameroon,,FALSE
2636,Friendly,1960-04-24,Belgium,2,1,Netherlands,,TRUE
2637,Friendly,1960-04-26,Cameroon,0,0,Nigeria,,FALSE
2638,Friendly,1960-04-27,Germany,2,1,Portugal,,TRUE
2639,Friendly,1960-04-29,Egypt,0,5,Brazil,,FALSE
2640,Friendly,1960-05-01,Egypt,1,3,Brazil,,FALSE
2641,Friendly,1960-05-01,Togo,2,3,Ghana,,TRUE
2642,Friendly,1960-05-04,Scotland,2,3,Poland,,TRUE
2643,Friendly,1960-05-06,Egypt,0,3,Brazil,,FALSE
2644,UEFA Euro qualification,1960-05-08,Portugal,2,1,Yugoslavia,,TRUE
2645,Friendly,1960-05-10,Denmark,3,4,Brazil,,TRUE
2646,Friendly,1960-05-11,England,3,3,Yugoslavia,,TRUE
2647,Friendly,1960-05-11,Germany,0,1,Republic of Ireland,,TRUE
2648,Friendly,1960-05-15,Spain,3,0,England,,TRUE
2649,Friendly,1960-05-18,Switzerland,3,1,Netherlands,,TRUE
2650,Friendly,1960-05-19,Russia,7,1,Poland,,TRUE
2651,Friendly,1960-05-22,Bulgaria,4,1,Belgium,,TRUE
2652,Friendly,1960-05-22,Hungary,2,0,England,,TRUE
2653,UEFA Euro qualification,1960-05-22,Yugoslavia,5,1,Portugal,,TRUE
2654,Copa Roca,1960-05-26,Argentina,4,2,Brazil,,TRUE
2655,Nordic Championship,1960-05-26,Denmark,3,0,Norway,,TRUE
2656,Copa Roca,1960-05-29,Argentina,1,4,Brazil,,TRUE
2657,Friendly,1960-06-01,Chile,2,3,Uruguay,,TRUE
2658,Friendly,1960-06-05,Tunisia,2,1,Iraq,,TRUE
2659,Friendly,1960-06-05,Uruguay,2,2,Chile,,TRUE
2660,Friendly,1960-06-26,Mexico,3,1,Netherlands,,TRUE
2661,Friendly,1960-06-26,Poland,4,0,Bulgaria,,TRUE
2662,Friendly,1960-06-29,Brazil,4,0,Chile,,TRUE
2663,Friendly,1960-06-29,Curaçao,0,0,Netherlands,,TRUE
2664,Friendly,1960-07-03,Denmark,7,2,Greece,,TRUE
2665,Friendly,1960-07-03,Ghana,2,2,Egypt,,TRUE
2666,Atlantic Cup,1960-07-03,Paraguay,1,2,Brazil,,TRUE
2667,Friendly,1960-07-03,Suriname,3,4,Netherlands,,TRUE
2668,UEFA Euro,1960-07-06,France,4,5,Yugoslavia,,TRUE
2669,Atlantic Cup,1960-07-09,Argentina,1,0,Paraguay,,TRUE
2670,UEFA Euro,1960-07-09,France,0,2,Czechoslovakia,,TRUE
2671,Atlantic Cup,1960-07-09,Uruguay,1,0,Brazil,,TRUE
2672,Friendly,1960-07-10,Peru,1,3,Spain,,TRUE
2673,Atlantic Cup,1960-07-12,Brazil,5,1,Argentina,,TRUE
2674,Atlantic Cup,1960-07-13,Uruguay,2,1,Paraguay,,TRUE
2675,Friendly,1960-07-14,Chile,0,4,Spain,,TRUE
2676,Friendly,1960-07-17,Chile,1,4,Spain,,TRUE
2677,Friendly,1960-07-24,Argentina,2,0,Spain,,TRUE
2678,Friendly,1960-08-03,Iceland,0,5,Germany,,TRUE
2679,Merdeka Tournament,1960-08-05,Malaysia,3,0,Japan,,TRUE
2680,Merdeka Tournament,1960-08-06,South Korea,2,0,Indonesia,,FALSE
2681,Friendly,1960-08-06,Yugoslavia,7,0,Tunisia,,TRUE
2682,Nordic Championship,1960-08-10,Denmark,2,1,Finland,,TRUE
2683,Merdeka Tournament,1960-08-10,Vietnam Republic,0,0,South Korea,,FALSE
2684,Merdeka Tournament,1960-08-10,Pakistan,3,1,Japan,,FALSE
2685,Merdeka Tournament,1960-08-11,South Korea,3,3,Singapore,,FALSE
2686,Merdeka Tournament,1960-08-12,Japan,3,1,Thailand,,FALSE
2687,Merdeka Tournament,1960-08-14,Malaysia,0,0,South Korea,,TRUE
2688,Atlantic Cup,1960-08-17,Argentina,4,0,Uruguay,,TRUE
2689,FIFA World Cup qualification,1960-08-21,Costa Rica,3,2,Guatemala,,TRUE
2690,Friendly,1960-08-21,India,2,2,Tunisia,,FALSE
2691,FIFA World Cup qualification,1960-08-28,Ghana,4,1,Nigeria,,TRUE
2692,FIFA World Cup qualification,1960-08-28,Guatemala,4,4,Costa Rica,,TRUE
2693,FIFA World Cup qualification,1960-09-04,Honduras,2,1,Costa Rica,,TRUE
2694,FIFA World Cup qualification,1960-09-10,Nigeria,2,2,Ghana,,TRUE
2695,FIFA World Cup qualification,1960-09-11,Costa Rica,5,0,Honduras,,TRUE
2696,FIFA World Cup qualification,1960-09-25,Finland,1,2,France,,TRUE
2697,Friendly,1960-09-28,Republic of Ireland,2,3,Wales,,TRUE
2698,Friendly,1960-09-28,Poland,2,2,France,,TRUE
2699,Friendly,1960-10-02,Belgium,1,4,Netherlands,,TRUE
2700,Friendly,1960-10-02,Ghana,5,1,Mali,,FALSE
2701,British Championship,1960-10-08,Northern Ireland,2,5,England,,TRUE
2702,Friendly,1960-10-09,Nigeria,0,3,Ghana,,TRUE
2703,Friendly,1960-10-12,Switzerland,6,2,France,,TRUE
2704,AFC Asian Cup,1960-10-14,South Korea,5,1,Vietnam Republic,,TRUE
2705,AFC Asian Cup,1960-10-17,South Korea,3,0,Israel,,TRUE
2706,FIFA World Cup qualification,1960-10-19,Luxembourg,0,9,England,,TRUE
2707,FIFA World Cup qualification,1960-10-19,Sweden,2,0,Belgium,,TRUE
2708,AFC Asian Cup,1960-10-21,South Korea,1,0,Taiwan,,TRUE
2709,British Championship,1960-10-22,Wales,2,0,Scotland,,TRUE
2710,Nordic Championship,1960-10-23,Sweden,2,0,Denmark,,TRUE
2711,Friendly,1960-10-26,England,4,2,Spain,,TRUE
2712,FIFA World Cup qualification,1960-10-26,Northern Ireland,3,4,Germany,,TRUE
2713,Friendly,1960-10-29,Nigeria,1,1,Ghana,,TRUE
2714,Friendly,1960-10-30,Austria,3,0,Spain,,TRUE
2715,Friendly,1960-10-30,Belgium,2,1,Hungary,,TRUE
2716,Friendly,1960-10-30,Czechoslovakia,4,0,Netherlands,,TRUE
2717,FIFA World Cup qualification,1960-10-30,Morocco,2,1,Tunisia,,TRUE
2718,Friendly,1960-10-30,Sweden,1,0,France,,TRUE
2719,FIFA World Cup qualification,1960-11-06,South Korea,2,1,Japan,,TRUE
2720,FIFA World Cup qualification,1960-11-06,United States,3,3,Mexico,,TRUE
2721,Friendly,1960-11-13,Hungary,4,1,Poland,,TRUE
2722,FIFA World Cup qualification,1960-11-13,Mexico,3,0,United States,,TRUE
2723,FIFA World Cup qualification,1960-11-13,Tunisia,2,1,Morocco,,TRUE
2724,FIFA World Cup qualification,1960-11-20,Belgium,2,4,Switzerland,,TRUE
2725,FIFA World Cup qualification,1960-11-20,Greece,0,3,Germany,,TRUE
2726,Friendly,1960-11-23,Bulgaria,2,1,Germany,,TRUE
2727,British Championship,1960-11-23,England,5,1,Wales,,TRUE
2728,FIFA World Cup qualification,1960-12-04,Ecuador,3,6,Argentina,,TRUE
2729,Friendly,1960-12-04,Tunisia,0,3,German DR,,TRUE
2730,Friendly,1960-12-08,Malta,1,0,Tunisia,,TRUE
2731,FIFA World Cup qualification,1960-12-11,France,3,0,Bulgaria,,TRUE
2732,Friendly,1960-12-11,Morocco,2,3,German DR,,TRUE
2733,FIFA World Cup qualification,1960-12-17,Argentina,5,0,Ecuador,,TRUE
2734,Friendly,1960-12-23,Iraq,3,2,Tunisia,,TRUE
2735,FIFA World Cup qualification,1961-01-14,Costa Rica,1,0,Honduras,,FALSE
2736,Friendly,1961-02-05,Colombia,2,0,United States,,TRUE
2737,FIFA World Cup qualification,1961-02-22,Morocco,1,1,Tunisia,,FALSE
2738,CCCF Championship,1961-03-05,Costa Rica,4,1,Cuba,,TRUE
2739,Friendly,1961-03-05,Ghana,3,0,Mali,,TRUE
2740,Friendly,1961-03-08,Germany,1,0,Belgium,,TRUE
2741,Friendly,1961-03-15,France,1,1,Belgium,,TRUE
2742,FIFA World Cup qualification,1961-03-19,Portugal,6,0,Luxembourg,,TRUE
2743,FIFA World Cup qualification,1961-03-22,Costa Rica,1,0,Mexico,,TRUE
2744,Friendly,1961-03-22,Netherlands,6,2,Belgium,,TRUE
2745,Friendly,1961-03-26,Chile,3,1,Germany,,TRUE
2746,FIFA World Cup qualification,1961-03-29,Costa Rica,6,0,Curaçao,,TRUE
2747,FIFA World Cup qualification,1961-04-02,Ghana,0,0,Morocco,,TRUE
2748,Friendly,1961-04-02,Spain,2,0,France,,TRUE
2749,FIFA World Cup qualification,1961-04-05,Mexico,7,0,Curaçao,,TRUE
2750,African Cup of Nations qualification,1961-04-08,Nigeria,0,0,Ghana,,TRUE
2751,FIFA World Cup qualification,1961-04-12,Mexico,4,1,Costa Rica,,TRUE
2752,British Championship,1961-04-12,Northern Ireland,1,5,Wales,,TRUE
2753,British Championship,1961-04-15,England,9,3,Scotland,,TRUE
2754,Friendly,1961-04-19,Netherlands,1,2,Mexico,,TRUE
2755,FIFA World Cup qualification,1961-04-19,Wales,1,2,Spain,,TRUE
2756,FIFA World Cup qualification,1961-04-23,Curaçao,2,0,Costa Rica,,FALSE
2757,Friendly,1961-04-29,Czechoslovakia,2,1,Mexico,,TRUE
2758,African Cup of Nations qualification,1961-04-30,Ghana,2,2,Nigeria,,TRUE
2759,FIFA World Cup qualification,1961-04-30,Netherlands,0,3,Hungary,,TRUE
2760,Copa Oswaldo Cruz,1961-04-30,Paraguay,0,2,Brazil,,TRUE
2761,Copa Oswaldo Cruz,1961-05-03,Paraguay,2,3,Brazil,,TRUE
2762,Copa Bernardo O'Higgins,1961-05-07,Chile,1,2,Brazil,,TRUE
2763,Friendly,1961-05-10,England,8,0,Mexico,,TRUE
